,grid_topology,pv_penetration,hp_penetration,ev_penetration,lem_with_lem,average_energy_price_with_lem,avg_share_balancing_energy_with_lem,avg_normalized_market_energy_with_lem,avg_ratio_gen_dem_with_lem,avg_ratio_hp_hh_with_lem,avg_ratio_pv_hp_with_lem,peak_power_with_lem,season_with_lem,max_loads_with_lem,grid_topology_without_lem,lem_without_lem,average_energy_price_without_lem,avg_share_balancing_energy_without_lem,avg_normalized_market_energy_without_lem,avg_ratio_gen_dem_without_lem,avg_ratio_hp_hh_without_lem,avg_ratio_pv_hp_without_lem,peak_power_without_lem,season_without_lem,max_loads_without_lem,average_energy_price_ratio,peak_power_ratio,max_loads_ratio
49,Countryside,0.25,1.0,1.0,True,0.3299,0.1545,0.5129,0.2843,2.148,1.2425,-150.144,winter,97.32,Countryside,False,0.3507,0.0,0.5755,0.2935,2.05,1.332,-118.88,winter,96.21,0.9406900484744797,1.2629878869448183,1.0115372622388525
50,Countryside,0.5,0.0,0.0,True,0.2878,0.2477,0.1957,0.6492,0.0,inf,46.48,summer,24.87,Countryside,False,0.2939,0.0,0.1904,0.6551,0.0,inf,32.092,transition,23.95,0.9792446410343655,1.4483360339025302,1.0384133611691024
51,Countryside,0.5,0.0,0.25,True,0.2854,0.2423,0.2005,0.6424,0.0,inf,48.80800000000001,summer,27.68,Countryside,False,0.2946,0.0,0.1969,0.6548,0.0,inf,33.727999999999994,transition,25.79,0.9687712152070604,1.447106261859583,1.0732842186894145
52,Countryside,0.5,0.0,0.5,True,0.2797,0.2274,0.2025,0.5997,0.0,inf,53.528,summer,27.32,Countryside,False,0.2951,0.0,0.2006,0.6295,0.0,inf,-37.692,winter,25.98,0.9478143002372078,1.4201422052424917,1.0515781370284834
53,Countryside,0.5,0.0,0.75,True,0.2826,0.2072,0.2106,0.5756,0.0,inf,53.424,summer,26.77,Countryside,False,0.2976,0.0,0.2066,0.6126,0.0,inf,-48.692,winter,26.82,0.9495967741935485,1.0971822886716505,0.9981357196122297
54,Countryside,0.5,0.0,1.0,True,0.2838,0.1968,0.2139,0.5672,0.0,inf,50.66,summer,28.39,Countryside,False,0.2992,0.0,0.2125,0.6034,0.0,inf,-52.268,winter,28.82,0.9485294117647058,0.9692354786867681,0.9850798056904927
55,Countryside,0.5,0.25,0.0,True,0.2718,0.1999,0.3044,0.662,0.7723,7.6562,85.768,summer,52.01,Countryside,False,0.2998,0.0,0.3307,0.7176,0.7253,11.3054,-65.972,winter,49.31,0.9066044029352901,1.300066694961499,1.0547556276617318
56,Countryside,0.5,0.25,0.25,True,0.27,0.2036,0.305,0.6533,0.7692,7.7634,-80.188,winter,48.93,Countryside,False,0.3008,0.0,0.335,0.7009,0.7253,11.3054,-65.972,winter,50.16,0.8976063829787234,1.215485357424362,0.9754784688995216
57,Countryside,0.5,0.25,0.5,True,0.2672,0.1849,0.3044,0.6115,0.7701,7.7763,-80.032,winter,53.95,Countryside,False,0.3002,0.0,0.3376,0.6767,0.7253,11.3054,-71.108,winter,50.38,0.8900732844770153,1.1254992405917759,1.0708614529575229
58,Countryside,0.5,0.25,0.75,True,0.2693,0.1686,0.3131,0.596,0.7695,7.7788,-81.936,winter,51.62,Countryside,False,0.3018,0.0,0.3437,0.6616,0.7253,11.3054,-82.108,winter,50.92,0.8923127899271039,0.9979051980318605,1.0137470542026707
59,Countryside,0.5,0.25,1.0,True,0.2705,0.1659,0.3165,0.5888,0.7695,7.7493,-82.248,winter,53.98,Countryside,False,0.3027,0.0,0.3495,0.6555,0.7253,11.3054,-83.628,winter,51.7,0.893624050214734,0.9834983498349835,1.044100580270793
60,Countryside,0.5,0.5,0.0,True,0.2726,0.1872,0.3329,0.609,1.1455,5.0026,-101.524,winter,65.36,Countryside,False,0.3029,0.0,0.3813,0.6699,1.0713,8.4252,-86.268,winter,67.21,0.8999669858038957,1.1768442527936198,0.9724743341764619
61,Countryside,0.5,0.5,0.25,True,0.2722,0.1781,0.3412,0.5934,1.1427,5.1833,-101.524,winter,66.38,Countryside,False,0.3038,0.0,0.3855,0.6544,1.0713,8.4252,-86.268,winter,67.66,0.8959842001316655,1.1768442527936198,0.9810818799881762
62,Countryside,0.5,0.5,0.5,True,0.2736,0.179,0.3437,0.5627,1.143,5.2049,-101.524,winter,66.17,Countryside,False,0.3039,0.0,0.3899,0.6319,1.0713,8.4252,-86.268,winter,67.87,0.9002961500493584,1.1768442527936198,0.974952114336231
63,Countryside,0.5,0.5,0.75,True,0.2752,0.165,0.3528,0.5434,1.1435,5.1912,-103.216,winter,67.05,Countryside,False,0.3054,0.0,0.396,0.6182,1.0713,8.4252,-93.956,winter,68.35,0.9011132940406025,1.0985567712546298,0.9809802487198245
64,Countryside,0.5,0.5,1.0,True,0.2759,0.1589,0.3578,0.5428,1.1443,5.2168,-103.84,winter,68.03,Countryside,False,0.3062,0.0,0.4018,0.6132,1.0713,8.4252,-95.476,winter,69.49,0.9010450685826256,1.0876031672881143,0.9789897827025472
65,Countryside,0.5,0.75,0.0,True,0.2915,0.1482,0.4513,0.5114,1.8821,2.5049,-134.392,winter,85.51,Countryside,False,0.3189,0.0,0.505,0.5625,1.7853,2.9315,-104.432,winter,86.66,0.9140796487927249,1.2868852459016393,0.986729748442188
66,Countryside,0.5,0.75,0.25,True,0.2913,0.1508,0.4525,0.5037,1.8806,2.5452,-134.392,winter,86.77,Countryside,False,0.3194,0.0,0.5091,0.5503,1.7854,2.9315,-105.288,winter,87.33,0.9120225422667502,1.2764227642276422,0.9935875415092179
67,Countryside,0.5,0.75,0.5,True,0.2921,0.1513,0.4531,0.4804,1.8815,2.5612,-134.392,winter,86.63,Countryside,False,0.3191,0.0,0.5135,0.5331,1.7854,2.9315,-105.288,winter,87.55,0.915387026010655,1.2764227642276422,0.9894917190177042
68,Countryside,0.5,0.75,0.75,True,0.2937,0.1557,0.4612,0.4659,1.8822,2.5302,-134.392,winter,86.08,Countryside,False,0.3201,0.0,0.5196,0.5227,1.7854,2.9315,-114.456,winter,87.99,0.9175257731958764,1.174180471098064,0.9782929878395272
69,Countryside,0.5,0.75,1.0,True,0.2934,0.149,0.4706,0.4661,1.8842,2.5861,-135.016,winter,86.59,Countryside,False,0.3206,0.0,0.5254,0.5193,1.7854,2.9315,-115.976,winter,88.81,0.9151590767311292,1.1641718976339932,0.975002814998311
